LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,Alaska,5 to 11,1991,Number,74460
State,Alaska,0 to 4,1991,Number,57232
State,Alaska,0 to 4,1992,Number,56793
State,Alaska,5 to 11,1992,Number,75287
State,Alaska,15 to 17,1992,Number,24912
State,Alaska,Total less than 18,1992,Number,184878
State,Alaska,12 to 14,1992,Number,27886
State,Alaska,5 to 11,1993,Percent,0.41
State,Alaska,12 to 14,1993,Percent,0.16
State,Alaska,0 to 4,1993,Percent,0.3
State,Alaska,Total less than 18,1992,Percent,1
State,Alaska,15 to 17,1992,Percent,0.13
State,Alaska,12 to 14,1992,Percent,0.15
State,Alaska,5 to 11,1992,Percent,0.41
State,Alaska,0 to 4,1992,Percent,0.31
State,Alaska,15 to 17,1993,Percent,0.14
State,Alaska,Total less than 18,1993,Percent,1
State,Alaska,0 to 4,1994,Number,54170
State,Alaska,5 to 11,1994,Number,76259
State,Alaska,12 to 14,1993,Number,29154
State,Alaska,15 to 17,1994,Number,26849
State,Alaska,Total less than 18,1994,Number,187439
State,Alaska,12 to 14,1994,Number,30161
State,Alaska,Total less than 18,1993,Number,187190
State,Alaska,15 to 17,1993,Number,25813
State,Alaska,5 to 11,1993,Number,76135
State,Alaska,0 to 4,1993,Number,56088
State,Alaska,5 to 11,1995,Percent,0.41
State,Alaska,12 to 14,1995,Percent,0.17
State,Alaska,15 to 17,1995,Percent,0.15
State,Alaska,Total less than 18,1995,Percent,1
State,Alaska,0 to 4,1994,Percent,0.29
State,Alaska,12 to 14,1994,Percent,0.16
State,Alaska,5 to 11,1994,Percent,0.41
State,Alaska,0 to 4,1995,Percent,0.28
State,Alaska,Total less than 18,1994,Percent,1
State,Alaska,15 to 17,1994,Percent,0.14
State,Alaska,0 to 4,1996,Number,49444
State,Alaska,5 to 11,1996,Number,75925
State,Alaska,12 to 14,1995,Number,30541
State,Alaska,5 to 11,1995,Number,75686
State,Alaska,0 to 4,1995,Number,51087
State,Alaska,15 to 17,1996,Number,28888
State,Alaska,Total less than 18,1996,Number,185360
State,Alaska,12 to 14,1996,Number,31103
State,Alaska,Total less than 18,1995,Number,184990
State,Alaska,15 to 17,1995,Number,27676
State,Alaska,0 to 4,1996,Percent,0.27
State,Alaska,Total less than 18,1996,Percent,1
State,Alaska,15 to 17,1996,Percent,0.16
State,Alaska,12 to 14,1996,Percent,0.17
State,Alaska,0 to 4,1997,Percent,0.26
State,Alaska,5 to 11,1997,Percent,0.41
State,Alaska,12 to 14,1997,Percent,0.17
State,Alaska,Total less than 18,1997,Percent,1
State,Alaska,15 to 17,1997,Percent,0.16
State,Alaska,0 to 4,1998,Number,49005
State,Alaska,5 to 11,1998,Number,78481
State,Alaska,12 to 14,1997,Number,32088
State,Alaska,5 to 11,1997,Number,76998
State,Alaska,0 to 4,1997,Number,48823
State,Alaska,12 to 14,1998,Number,33304
State,Alaska,15 to 17,1998,Number,31846
State,Alaska,Total less than 18,1998,Number,192636
State,Alaska,Total less than 18,1997,Number,188280
State,Alaska,15 to 17,1997,Number,30371
State,Alaska,5 to 11,1996,Percent,0.41
State,Alaska,5 to 11,1999,Percent,0.4
State,Alaska,0 to 4,1999,Percent,0.25
State,Alaska,0 to 4,1998,Percent,0.25
State,Alaska,12 to 14,1999,Percent,0.18
State,Alaska,Total less than 18,1999,Percent,1
State,Alaska,15 to 17,1999,Percent,0.17
State,Alaska,15 to 17,1998,Percent,0.17
State,Alaska,Total less than 18,1998,Percent,1
State,Alaska,12 to 14,1998,Percent,0.17
State,Alaska,5 to 11,1998,Percent,0.41
State,Alaska,12 to 14,1999,Number,33566
State,Alaska,5 to 11,1999,Number,77492
State,Alaska,0 to 4,1999,Number,47936
State,Alaska,Total less than 18,1999,Number,191422
State,Alaska,15 to 17,1999,Number,32428
State,Alaska,Total less than 18,2000,Number,190615
State,Alaska,0 to 4,2000,Number,47528
State,Alaska,5 to 11,2000,Number,76487
State,Alaska,12 to 14,2000,Number,33813
State,Alaska,15 to 17,2000,Number,32787
State,Alaska,Total less than 18,2000,Percent,1
State,Alaska,0 to 4,2000,Percent,0.25
State,Alaska,5 to 11,2000,Percent,0.4
State,Alaska,12 to 14,2000,Percent,0.18
State,Alaska,15 to 17,2000,Percent,0.17
State,Alaska,Total less than 18,2001,Percent,1
State,Alaska,0 to 4,2001,Percent,0.25
State,Alaska,5 to 11,2001,Percent,0.4
State,Alaska,12 to 14,2001,Percent,0.18
State,Alaska,15 to 17,2001,Percent,0.18
State,Alaska,Total less than 18,2001,Number,188771
State,Alaska,0 to 4,2001,Number,47176
State,Alaska,5 to 11,2001,Number,74781
State,Alaska,12 to 14,2001,Number,33608
State,Alaska,15 to 17,2001,Number,33206
State,Alaska,Total less than 18,2003,Percent,1
State,Alaska,0 to 4,2003,Percent,0.25
State,Alaska,5 to 11,2003,Percent,0.38
State,Alaska,12 to 14,2003,Percent,0.19
State,Alaska,15 to 17,2003,Percent,0.18
State,Alaska,Total less than 18,2002,Number,188482
State,Alaska,0 to 4,2002,Number,47437
State,Alaska,5 to 11,2002,Number,72963
State,Alaska,12 to 14,2002,Number,34432
State,Alaska,15 to 17,2002,Number,33650
State,Alaska,Total less than 18,2002,Percent,1
State,Alaska,0 to 4,2002,Percent,0.25
State,Alaska,5 to 11,2002,Percent,0.39
State,Alaska,12 to 14,2002,Percent,0.18
State,Alaska,15 to 17,2002,Percent,0.18
State,Alaska,Total less than 18,2004,Number,186335
State,Alaska,0 to 4,2004,Number,48257
State,Alaska,5 to 11,2004,Number,69596
State,Alaska,12 to 14,2004,Number,34852
State,Alaska,15 to 17,2004,Number,33630
State,Alaska,Total less than 18,2003,Number,186843
State,Alaska,0 to 4,2003,Number,47610
State,Alaska,5 to 11,2003,Number,70992
State,Alaska,12 to 14,2003,Number,34685
State,Alaska,15 to 17,2003,Number,33556
State,Alaska,Total less than 18,2004,Percent,1
State,Alaska,0 to 4,2004,Percent,0.26
State,Alaska,5 to 11,2004,Percent,0.37
State,Alaska,12 to 14,2004,Percent,0.19
State,Alaska,15 to 17,2004,Percent,0.18
State,Alaska,Total less than 18,2005,Percent,1
State,Alaska,0 to 4,2005,Percent,0.26
State,Alaska,5 to 11,2005,Percent,0.37
State,Alaska,12 to 14,2005,Percent,0.18
State,Alaska,15 to 17,2005,Percent,0.19
State,Alaska,Total less than 18,2005,Number,185304
State,Alaska,0 to 4,2005,Number,48929
State,Alaska,5 to 11,2005,Number,68467
State,Alaska,12 to 14,2005,Number,33618
State,Alaska,15 to 17,2005,Number,34290
State,Alaska,Total less than 18,2006,Number,185580
State,Alaska,0 to 4,2006,Number,49441
State,Alaska,5 to 11,2006,Number,68856
State,Alaska,12 to 14,2006,Number,32451
State,Alaska,15 to 17,2006,Number,34832
State,Alaska,Total less than 18,2006,Percent,1
State,Alaska,0 to 4,2006,Percent,0.27
State,Alaska,5 to 11,2006,Percent,0.37
State,Alaska,12 to 14,2006,Percent,0.17
State,Alaska,15 to 17,2006,Percent,0.19
State,Alaska,Total less than 18,2007,Percent,1
State,Alaska,0 to 4,2007,Percent,0.27
State,Alaska,5 to 11,2007,Percent,0.37
State,Alaska,12 to 14,2007,Percent,0.17
State,Alaska,15 to 17,2007,Percent,0.19
State,Alaska,Total less than 18,2008,Number,183124
State,Alaska,0 to 4,2008,Number,51119
State,Alaska,5 to 11,2008,Number,68489
State,Alaska,12 to 14,2008,Number,30526
State,Alaska,15 to 17,2008,Number,32990
State,Alaska,Total less than 18,2007,Number,184344
State,Alaska,0 to 4,2007,Number,50219
State,Alaska,5 to 11,2007,Number,68353
State,Alaska,12 to 14,2007,Number,31352
State,Alaska,15 to 17,2007,Number,34420
State,Alaska,0 to 4,2013,Percent,0.29
State,Alaska,12 to 14,2013,Percent,0.16
State,Alaska,15 to 17,2013,Percent,0.16
State,Alaska,5 to 11,2013,Percent,0.38
State,Alaska,Total less than 18,2013,Percent,1
State,Alaska,Total less than 18,2008,Percent,1
State,Alaska,0 to 4,2008,Percent,0.28
State,Alaska,5 to 11,2008,Percent,0.37
State,Alaska,12 to 14,2008,Percent,0.17
State,Alaska,15 to 17,2008,Percent,0.18
State,Alaska,0 to 4,2013,Number,55363
State,Alaska,12 to 14,2013,Number,30631
State,Alaska,15 to 17,2013,Number,30100
State,Alaska,5 to 11,2013,Number,72184
State,Alaska,Total less than 18,2013,Number,188278
State,Alaska,0 to 4,2018,Number,53115
State,Alaska,12 to 14,2018,Number,29378
State,Alaska,15 to 17,2018,Number,28886
State,Alaska,5 to 11,2018,Number,72437
State,Alaska,Total less than 18,2018,Number,183816
State,Alaska,0 to 4,2018,Percent,0.29
State,Alaska,12 to 14,2018,Percent,0.16
State,Alaska,15 to 17,2018,Percent,0.16
State,Alaska,5 to 11,2018,Percent,0.39
State,Alaska,Total less than 18,2018,Percent,1
State,Alaska,Total less than 18,2009,Percent,1
State,Alaska,0 to 4,2009,Percent,0.29
State,Alaska,5 to 11,2009,Percent,0.38
State,Alaska,12 to 14,2009,Percent,0.16
State,Alaska,15 to 17,2009,Percent,0.17
State,Alaska,0 to 4,2010,Number,54404
State,Alaska,12 to 14,2010,Number,30236
State,Alaska,15 to 17,2010,Number,31605
State,Alaska,5 to 11,2010,Number,71751
State,Alaska,Total less than 18,2010,Number,187996
State,Alaska,Total less than 18,2009,Number,186351
State,Alaska,0 to 4,2009,Number,53122
State,Alaska,5 to 11,2009,Number,70529
State,Alaska,12 to 14,2009,Number,30388
State,Alaska,15 to 17,2009,Number,32312
State,Alaska,0 to 4,2015,Percent,0.3
State,Alaska,12 to 14,2015,Percent,0.16
State,Alaska,15 to 17,2015,Percent,0.16
State,Alaska,5 to 11,2015,Percent,0.39
State,Alaska,Total less than 18,2015,Percent,1
State,Alaska,0 to 4,2010,Percent,0.29
State,Alaska,12 to 14,2010,Percent,0.16
State,Alaska,15 to 17,2010,Percent,0.17
State,Alaska,5 to 11,2010,Percent,0.38
State,Alaska,Total less than 18,2010,Percent,1
State,Alaska,0 to 4,2015,Number,55103
State,Alaska,12 to 14,2015,Number,29508
State,Alaska,15 to 17,2015,Number,29786
State,Alaska,5 to 11,2015,Number,71675
State,Alaska,Total less than 18,2015,Number,186072
State,Alaska,0 to 4,2011,Number,55334
State,Alaska,12 to 14,2011,Number,30260
State,Alaska,15 to 17,2011,Number,31009
State,Alaska,5 to 11,2011,Number,71951
State,Alaska,Total less than 18,2011,Number,188554
State,Alaska,0 to 4,2011,Percent,0.29
State,Alaska,12 to 14,2011,Percent,0.16
State,Alaska,15 to 17,2011,Percent,0.16
State,Alaska,5 to 11,2011,Percent,0.38
State,Alaska,Total less than 18,2011,Percent,1
State,Alaska,0 to 4,2012,Percent,0.29
State,Alaska,12 to 14,2012,Percent,0.16
State,Alaska,15 to 17,2012,Percent,0.16
State,Alaska,5 to 11,2012,Percent,0.38
State,Alaska,Total less than 18,2012,Percent,1
State,Alaska,0 to 4,2012,Number,55114
State,Alaska,12 to 14,2012,Number,30646
State,Alaska,15 to 17,2012,Number,30564
State,Alaska,5 to 11,2012,Number,72033
State,Alaska,Total less than 18,2012,Number,188357
State,Alaska,0 to 4,2014,Number,55271
State,Alaska,12 to 14,2014,Number,30021
State,Alaska,15 to 17,2014,Number,29762
State,Alaska,5 to 11,2014,Number,71699
State,Alaska,Total less than 18,2014,Number,186753
State,Alaska,0 to 4,2014,Percent,0.3
State,Alaska,12 to 14,2014,Percent,0.16
State,Alaska,15 to 17,2014,Percent,0.16
State,Alaska,5 to 11,2014,Percent,0.38
State,Alaska,Total less than 18,2014,Percent,1
State,Alaska,0 to 4,2016,Percent,0.29
State,Alaska,12 to 14,2016,Percent,0.16
State,Alaska,15 to 17,2016,Percent,0.16
State,Alaska,5 to 11,2016,Percent,0.39
State,Alaska,Total less than 18,2016,Percent,1
State,Alaska,0 to 4,2016,Number,54835
State,Alaska,12 to 14,2016,Number,29490
State,Alaska,15 to 17,2016,Number,29862
State,Alaska,5 to 11,2016,Number,72623
State,Alaska,Total less than 18,2016,Number,186810
State,Alaska,0 to 4,2017,Number,54169
State,Alaska,12 to 14,2017,Number,29535
State,Alaska,15 to 17,2017,Number,29446
State,Alaska,5 to 11,2017,Number,72458
State,Alaska,Total less than 18,2017,Number,185608
State,Alaska,0 to 4,2017,Percent,0.29
State,Alaska,12 to 14,2017,Percent,0.16
State,Alaska,15 to 17,2017,Percent,0.16
State,Alaska,5 to 11,2017,Percent,0.39
State,Alaska,Total less than 18,2017,Percent,1
State,Arizona,0 to 4,2017,Percent,0.27
State,Arizona,12 to 14,2017,Percent,0.17
State,Arizona,15 to 17,2017,Percent,0.17
State,Arizona,5 to 11,2017,Percent,0.39
State,Arizona,Total less than 18,2017,Percent,1
State,Arizona,0 to 4,2017,Number,436469
State,Arizona,12 to 14,2017,Number,278115
State,Arizona,15 to 17,2017,Number,280553
State,Arizona,5 to 11,2017,Number,643921
State,Arizona,Total less than 18,2017,Number,1639058
State,Arizona,0 to 4,2016,Percent,0.27
State,Arizona,12 to 14,2016,Percent,0.17
State,Arizona,15 to 17,2016,Percent,0.17
State,Arizona,5 to 11,2016,Percent,0.39
State,Arizona,Total less than 18,2016,Percent,1
State,Arizona,0 to 4,2014,Percent,0.27
State,Arizona,12 to 14,2014,Percent,0.17
State,Arizona,15 to 17,2014,Percent,0.17
State,Arizona,5 to 11,2014,Percent,0.4
State,Arizona,Total less than 18,2014,Percent,1
State,Arizona,0 to 4,2016,Number,437334
State,Arizona,12 to 14,2016,Number,274187
State,Arizona,15 to 17,2016,Number,280098
State,Arizona,5 to 11,2016,Number,644428
State,Arizona,Total less than 18,2016,Number,1636047
State,Arizona,0 to 4,2014,Number,435171
State,Arizona,12 to 14,2014,Number,274969
State,Arizona,15 to 17,2014,Number,272022
State,Arizona,5 to 11,2014,Number,641795
State,Arizona,Total less than 18,2014,Number,1623957
State,Arizona,0 to 4,2012,Number,439485
State,Arizona,12 to 14,2012,Number,271949
State,Arizona,15 to 17,2012,Number,268974
State,Arizona,5 to 11,2012,Number,636425
State,Arizona,Total less than 18,2012,Number,1616833
State,Arizona,0 to 4,2012,Percent,0.27
State,Arizona,12 to 14,2012,Percent,0.17
State,Arizona,15 to 17,2012,Percent,0.17
State,Arizona,5 to 11,2012,Percent,0.39
State,Arizona,Total less than 18,2012,Percent,1
State,Arizona,0 to 4,2011,Percent,0.28
State,Arizona,12 to 14,2011,Percent,0.17
State,Arizona,15 to 17,2011,Percent,0.17
State,Arizona,5 to 11,2011,Percent,0.39
State,Arizona,Total less than 18,2011,Percent,1
State,Arizona,0 to 4,2015,Number,436633
State,Arizona,12 to 14,2015,Number,272942
State,Arizona,15 to 17,2015,Number,276461
State,Arizona,5 to 11,2015,Number,642946
State,Arizona,Total less than 18,2015,Number,1628982
State,Arizona,0 to 4,2011,Number,445613
State,Arizona,12 to 14,2011,Number,267953
State,Arizona,15 to 17,2011,Number,268969
State,Arizona,5 to 11,2011,Number,633445
State,Arizona,Total less than 18,2011,Number,1615980
State,Arizona,0 to 4,2010,Percent,0.28
State,Arizona,12 to 14,2010,Percent,0.16
State,Arizona,15 to 17,2010,Percent,0.17
State,Arizona,5 to 11,2010,Percent,0.39
State,Arizona,Total less than 18,2010,Percent,1
State,Arizona,0 to 4,2015,Percent,0.27
State,Arizona,12 to 14,2015,Percent,0.17
State,Arizona,15 to 17,2015,Percent,0.17
State,Arizona,5 to 11,2015,Percent,0.39
State,Arizona,Total less than 18,2015,Percent,1
State,Arizona,Total less than 18,2009,Number,1627343
State,Arizona,0 to 4,2009,Number,463418
State,Arizona,5 to 11,2009,Number,625418
State,Arizona,12 to 14,2009,Number,267543
State,Arizona,15 to 17,2009,Number,270964
State,Arizona,0 to 4,2010,Number,453425
State,Arizona,12 to 14,2010,Number,267042
State,Arizona,15 to 17,2010,Number,270692
State,Arizona,5 to 11,2010,Number,635183
State,Arizona,Total less than 18,2010,Number,1626342
State,Arizona,Total less than 18,2009,Percent,1
State,Arizona,0 to 4,2009,Percent,0.28
State,Arizona,5 to 11,2009,Percent,0.38
State,Arizona,12 to 14,2009,Percent,0.16
State,Arizona,15 to 17,2009,Percent,0.17
State,Arizona,0 to 4,2018,Percent,0.27
State,Arizona,12 to 14,2018,Percent,0.17
State,Arizona,15 to 17,2018,Percent,0.17
State,Arizona,5 to 11,2018,Percent,0.39
State,Arizona,Total less than 18,2018,Percent,1
State,Arizona,0 to 4,2018,Number,435936
State,Arizona,12 to 14,2018,Number,283996
State,Arizona,15 to 17,2018,Number,278574
State,Arizona,5 to 11,2018,Number,644151
State,Arizona,Total less than 18,2018,Number,1642657
State,Arizona,0 to 4,2013,Number,435167
State,Arizona,12 to 14,2013,Number,274589
State,Arizona,15 to 17,2013,Number,269422
State,Arizona,5 to 11,2013,Number,639056
State,Arizona,Total less than 18,2013,Number,1618234
State,Arizona,Total less than 18,2008,Percent,1
State,Arizona,0 to 4,2008,Percent,0.29
State,Arizona,5 to 11,2008,Percent,0.38
State,Arizona,12 to 14,2008,Percent,0.16
State,Arizona,15 to 17,2008,Percent,0.17
State,Arizona,0 to 4,2013,Percent,0.27
State,Arizona,12 to 14,2013,Percent,0.17
State,Arizona,15 to 17,2013,Percent,0.17
State,Arizona,5 to 11,2013,Percent,0.39
State,Arizona,Total less than 18,2013,Percent,1
State,Arizona,Total less than 18,2007,Number,1607895
State,Arizona,0 to 4,2007,Number,469680
State,Arizona,5 to 11,2007,Number,603034
State,Arizona,12 to 14,2007,Number,264125
State,Arizona,15 to 17,2007,Number,271056
State,Arizona,Total less than 18,2008,Number,1628651
State,Arizona,0 to 4,2008,Number,473811
State,Arizona,5 to 11,2008,Number,616765
State,Arizona,12 to 14,2008,Number,266107
State,Arizona,15 to 17,2008,Number,271968
State,Arizona,Total less than 18,2006,Percent,1
